Column,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18
RA6,-0.001600756,-0.001789129,-0.00170879,0.001906137,0.008777516,-0.009480936,-0.00267437,-0.082129676,-0.007411426,-0.000407861,-0.027862094,0.008525813,0.011040258,-0.003856945,-0.000498063,0.051348922,-0.00077884,-0.229198945,-0.229198945
RA7,-0.5494416,-0.570912853,-0.341835889,-0.045416832,-0.290554366,-0.465361572,-0.357575608,-0.055662711,-0.72795188,-0.426287665,0.391144368,0.117510711,-0.07287341,-0.790358526,-0.403809061,0.370276821,-0.331177071,0.265551358,0.265551358
RA8,-0.583349963,-0.563587388,-0.133728207,0.965161229,-0.182341706,-0.191544647,-0.019945626,-0.253597395,-0.243858692,-0.816063435,-0.719676547,-0.567692212,-0.707278397,-0.465628665,-0.224974638,-0.021132344,-0.419559526,-0.240524278,-0.240524278
RA9,-0.188362269,0.299715527,-0.97898248,0.014194541,-0.447604114,0.312142035,-0.231775652,-0.060574167,-0.22724586,-0.716573835,-0.575235671,-0.593066451,-0.668074576,-0.257926536,-0.884381477,-0.818999287,-0.523312611,-0.388389103,-0.388389103
RL1,-3.534008893,-9.67397144,-0.730657412,0.204633491,-7.83192456,-7.835387573,-9.696758267,-9.736228021,-10.02205937,-10.2636888,-11.5064367,-9.85383944,-10.27140327,-2.710870322,-6.81042876,-1.651596718,-10.05697373,-9.907245641,-9.907245641
RL2,9.0612714,-1.585452413,9.57255984,4.911110813,1.054332951,0.892954672,0.545508672,-1.037699531,0.185088245,0.07376797,-0.655593072,1.874242453,1.067369731,8.651660654,6.983901972,9.469012057,1.21014366,-0.011564997,-0.011564997
RL3,-0.913634052,-0.310102769,-1.78747484,-8.4830156,-0.372298166,-0.162116692,-0.72741794,-0.137239556,-0.118686676,-0.394768628,-0.120829521,-0.102117917,-0.018054,1.447065381,-0.213268218,1.55188122,-0.754516232,-0.117643802,-0.117643802
RL4,-0.000110751,0.000379589,3.95E-05,0.00011333,0.018660973,0.016248713,-0.00046515,0.094530428,0.039941777,0.054963355,0.059559649,0.01286305,0.012078107,-0.010978556,0.008230729,-0.0076619,0.002743551,0.116620995,0.116620995
RL5,0.008020675,0.007949729,0.007671497,0.007738633,0.052040295,-0.000158503,0.007801327,0.012243594,0.105067524,0.142341699,0.027951722,0.000166971,-0.046526828,-0.030762834,-0.035622775,0.005315078,-0.009288451,-0.000311005,-0.000311005
RL6,-0.00588297,-0.006099626,-0.00596502,0.005869552,0.000446872,0.001733647,-0.006009654,-0.005657447,0.000916365,0.026711897,-0.009023187,-0.004449901,-0.01299417,-0.013440839,-0.008950334,-0.003407164,0.001480988,0.011303708,0.011303708
RL7,0.729807191,0.448426485,0.304719167,0.099182229,0.315803316,0.467113516,0.377311073,0.369373898,0.743325497,0.285628112,0.348763468,0.833584183,0.556382577,0.340610031,0.521186481,-0.355451682,0.470767413,0.794753463,0.794753463
RL8,-0.252774379,0.333478945,-0.543058244,-0.730410159,-0.29087197,0.1440921,-0.296371315,0.177887753,-0.011198112,-0.65095372,-0.573280109,-0.210528496,-0.179204714,-0.434458845,-0.472486308,-0.838516001,-0.077823807,-0.335908747,-0.335908747
RL9,-0.040243738,-0.529353973,0.555481133,0.324296071,0.325531003,-0.341358159,0.206121013,-0.087821936,0.009667346,-0.030752712,0.066509285,-0.419783405,-0.145592853,-0.279563309,0.287878897,-0.260435327,0.508464043,-0.116228911,-0.116228911
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Column,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18
LA1,11.01792881,84.39939742,0.121021492,28.2558802,49.71816085,51.30694884,77.49029958,33.10571613,80.60014589,31.32409615,0.001300086,28.84640376,2.981320887,32.31304042,0.086596719,3.841266064,12.05724575,0.356379016,0.356379016
LA2,72.71240537,10.90315346,49.49727491,2.515750515,7.209612843,7.03878919,17.5885108,24.6267808,10.91072119,28.97726329,82.54626194,13.67353478,47.37670447,26.4577314,16.40980961,1.639309407,58.72077092,31.28649485,31.28649485
LA3,12.82710739,0.62433725,47.22365502,65.3787793,2.055862019,2.738821322,0.415294874,1.331859115,4.887147304,33.8464265,18.31935866,37.11254598,38.82196208,31.21371397,75.35662018,77.08056586,7.652999159,18.48487841,18.48487841
LA4,6.61456E-06,6.08297E-06,3.97624E-06,2.86591E-06,9.43544E-06,7.40418E-05,2.19644E-06,0.003051443,0.00010157,2.90018E-05,0.045849838,5.80548E-05,8.9741E-05,1.03324E-06,8.09809E-05,0.001237809,1.80346E-06,0.000207794,0.000207794
LA5,3.37071E-06,7.50432E-06,4.22486E-06,4.4927E-06,3.08476E-05,1.21692E-05,6.07108E-06,0.001752308,1.58395E-05,2.86443E-06,6.95179E-05,9.68427E-07,0.000329538,3.63069E-08,1.89166E-05,0.004454911,1.57694E-05,0.014745666,0.014745666
LA6,4.31158E-05,5.53804E-05,4.45012E-05,4.73591E-05,0.000357708,4.14068E-05,2.92456E-05,0.001896986,6.97625E-06,7.12339E-05,0.000233143,0.000108817,0.000629108,3.13518E-05,1.9224E-06,0.00266598,1.00416E-05,0.008497939,0.008497939
LA7,0.420607373,0.33958139,0.004542098,3.20642E-06,0.060621125,0.230586064,0.133122047,0.053426698,0.502074504,0.146845691,0.139540284,0.011360018,0.076932289,0.678399041,0.113752739,0.043255535,0.000520384,0.043626152,0.043626152
LA8,0.11286593,0.005775529,0.631980977,0.087291621,0.257134522,0.037356597,0.050237859,0.022183377,0.067426952,0.64503784,0.564704777,0.121355323,0.295237313,0.033603136,0.527786751,0.02081759,0.152416554,0.117990543,0.117990543
LA9,0.00549678,0.192265889,0.042148202,0.662438972,0.00382271,0.077758356,0.094277122,0.000317163,0.028289848,1.371483907,0.689840323,0.513808353,0.540728845,0.327233706,0.279438294,0.766365959,0.31865751,0.181014087,0.181014087
LL1,7.783841537,95.52173698,0.085401542,0.790563154,58.41897523,61.14034489,95.2839658,95.75549746,100.2298404,107.34006,139.3080938,93.64045566,105.5880041,2.709249176,38.23513967,0.793623848,99.83725004,99.37631246,99.37631246
LL2,82.66054794,0.342369838,96.09200662,24.01755587,3.301052809,1.626294391,0.413517487,0.265770616,0.652537798,0.282260458,0.026274383,7.136090781,3.485616336,83.15907814,58.1008488,93.32840625,3.365600883,0.420275502,0.420275502
LL3,6.889014744,0.470635216,0.787194863,70.04779619,0.193260609,0.131570822,0.393529487,0.250252478,0.242471106,0.390110807,0.158772028,0.064419352,0.15096277,0.008978806,0.480555339,1.454486117,0.371704805,0.247519064,0.247519064
LL4,2.815E-05,2.01748E-05,3.33329E-05,3.69507E-05,0.003354788,9.53021E-05,8.89938E-06,0.006295378,0.003676564,0.006033761,0.006022713,0.000793455,0.002440042,4.68064E-06,0.001665846,3.74918E-05,0.00018062,0.006677716,0.006677716
LL5,3.42319E-06,1.37379E-06,2.6303E-06,3.87525E-06,0.002649896,3.43116E-05,3.75527E-08,1.04013E-05,0.008085486,0.015814781,9.12165E-06,9.88098E-06,0.002381987,0.001175128,0.001539184,1.07906E-05,0.000370105,4.61569E-05,4.61569E-05
LL6,1.00544E-05,6.91457E-06,8.8193E-06,8.75036E-06,4.48674E-05,4.30713E-05,7.8043E-06,2.45524E-05,0.000515331,0.001169943,6.26635E-05,6.23683E-06,1.22634E-05,6.49485E-07,0.000196022,3.81122E-05,1.62556E-05,0.000162531,0.000162531
LL7,0.546049842,0.171428724,0.02043029,0.023899262,0.125055115,0.182203959,0.132053705,0.170912576,0.556853337,0.21924446,0.261681259,0.58553072,0.267769213,0.080798143,0.223955645,0.176538173,0.219741018,0.650487976,0.650487976
LL8,0.091689164,0.000944757,0.322297499,0.305674975,0.115380094,0.02693825,0.036679812,0.016618515,0.003913669,0.252429753,0.228906162,0.30614279,0.106688246,0.191597348,0.361140537,0.732987909,0.011646437,0.158435341,0.158435341
LL9,0.003220818,0.411028753,0.275914132,0.140389842,0.066065214,0.124688403,0.081833201,0.017144013,0.001509054,0.03212876,0.007766889,0.07583477,0.001236806,0.015486823,0.174719909,3.12435E-05,0.204679704,0.01090379,0.01090379
RA1,0.099481429,80.67230443,0.657718974,14.66332926,44.49405472,50.13903385,56.53552742,1.214700767,79.59163989,21.36954015,1.422191394,17.76216244,3.008029201,13.89368462,1.893933054,0.778066351,1.366257348,1.947696593,1.947696593
RA2,38.3192426,9.708153306,3.058843639,67.95999882,8.766732954,7.674450975,37.7198757,27.61209342,10.57737471,37.52494337,80.82406364,22.19692757,56.6425141,51.24877078,26.79666077,3.37713609,78.36938262,16.62139295,16.62139295
RA3,57.42197457,5.377625633,92.54662313,13.54908527,1.997826096,2.497875892,0.060582432,15.19890671,6.574002742,35.88925985,10.14925241,37.06165957,32.04080861,27.18138566,65.351126,73.68102808,5.530687429,18.6064736,18.6064736
RA4,8.53721E-05,8.08411E-05,8.80558E-05,7.97572E-05,0.000337855,4.85155E-06,0.000106146,1.51107E-06,0.000485281,7.98109E-05,0.032179701,0.000384896,9.7648E-05,7.00561E-05,0.000183301,0.000172561,0.00015532,0.001673719,0.001673719
RA5,1.88095E-05,2.40895E-05,2.11711E-05,1.88777E-05,6.0449E-06,3.67739E-06,2.18056E-05,0.004078363,3.55691E-05,3.75981E-06,0.002383323,8.02355E-05,0.000613579,8.82582E-06,7.1321E-05,0.004687145,5.55725E-06,0.063830445,0.063830445
RA6,2.56242E-06,3.20098E-06,2.91996E-06,3.63336E-06,7.70448E-05,8.98881E-05,7.15225E-06,0.006745284,5.49292E-05,1.6635E-07,0.000776296,7.26895E-05,0.000121887,1.4876E-05,2.48067E-07,0.002636712,6.06592E-07,0.052532156,0.052532156
RA7,0.301886072,0.325941486,0.116851775,0.002062689,0.08442184,0.216561393,0.127860316,0.003098337,0.52991394,0.181721174,0.152993917,0.013808767,0.005310534,0.624666599,0.163061758,0.137104924,0.109678252,0.070517524,0.070517524
RA8,0.340297179,0.317630744,0.017883233,0.931536199,0.033248498,0.036689352,0.000397828,0.064311639,0.059467062,0.665959529,0.517934332,0.322274448,0.500242731,0.216810054,0.050613588,0.000446576,0.176030196,0.057851928,0.057851928
RA9,0.035480345,0.089829397,0.958406696,0.000201485,0.200349443,0.09743265,0.053719953,0.00366923,0.051640681,0.513478061,0.330896078,0.351727815,0.446323639,0.066526098,0.782130597,0.670759832,0.273856088,0.150846095,0.150846095
RL1,12.48921886,93.58572342,0.533860254,0.041874866,61.33904231,61.39329842,94.02712088,94.79413607,100.4416741,105.3433078,132.3980854,97.09815171,105.5017251,7.348817904,46.3819399,2.727771719,101.1427205,98.1535162,98.1535162
RL2,82.10663938,2.513659355,91.63390189,24.11900942,1.111617972,0.797368046,0.297579711,1.076820316,0.034257659,0.005441713,0.429802276,3.512784771,1.139278143,74.85123207,48.77488675,89.66218934,1.464447678,0.000133749,0.000133749
RL3,0.834727181,0.096163728,3.195066304,71.96155367,0.138605924,0.026281822,0.529136859,0.018834696,0.014086527,0.15584227,0.014599773,0.010428069,0.000325947,2.093998217,0.045483333,2.408335321,0.569294745,0.013840064,0.013840064
RL4,1.22657E-08,1.44088E-07,1.56061E-09,1.28436E-08,0.000348232,0.000264021,2.16364E-07,0.008936002,0.001595346,0.00302097,0.003547352,0.000165458,0.000145881,0.000120529,6.77449E-05,5.87047E-05,7.52707E-06,0.013600456,0.013600456
RL5,6.43312E-05,6.31982E-05,5.88519E-05,5.98864E-05,0.002708192,2.51233E-08,6.08607E-05,0.000149906,0.011039185,0.020261159,0.000781299,2.78792E-08,0.002164746,0.000946352,0.001268982,2.825E-05,8.62753E-05,9.67241E-08,9.67241E-08
RL6,3.46093E-05,3.72054E-05,3.55815E-05,3.44516E-05,1.99695E-07,3.00553E-06,3.61159E-05,3.20067E-05,8.39724E-07,0.000713525,8.14179E-05,1.98016E-05,0.000168848,0.000180656,8.01085E-05,1.16088E-05,2.19333E-06,0.000127774,0.000127774
RL7,0.532618536,0.201086313,0.092853771,0.009837115,0.099731735,0.218195037,0.142363646,0.136437077,0.552532795,0.081583418,0.121635957,0.69486259,0.309561572,0.116015193,0.271635348,0.126345898,0.221621957,0.631633067,0.631633067
RL8,0.063894887,0.111208207,0.294912256,0.533499,0.084606503,0.020762533,0.087835956,0.031644053,0.000125398,0.423740746,0.328650084,0.044322248,0.03211433,0.188754488,0.223243311,0.703109084,0.006056545,0.112834686,0.112834686
RL9,0.001619558,0.280215629,0.308559289,0.105167941,0.105970434,0.116525392,0.042485872,0.007712692,9.34576E-05,0.000945729,0.004423485,0.176218107,0.021197279,0.078155644,0.08287426,0.067826559,0.258535683,0.01350916,0.01350916
,,,,,,,,,,,,,,,,,,,
Column,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18
LA1,11.01792881,84.39939742,1,28.2558802,49.71816085,51.30694884,77.49029958,33.10571613,80.60014589,31.32409615,1,28.84640376,2.981320887,32.31304042,1,3.841266064,12.05724575,1,1
LA2,72.71240537,10.90315346,49.49727491,2.515750515,7.209612843,7.03878919,17.5885108,24.6267808,10.91072119,28.97726329,82.54626194,13.67353478,47.37670447,26.4577314,16.40980961,1.639309407,58.72077092,31.28649485,31.28649485
LA3,12.82710739,1,47.22365502,65.3787793,2.055862019,2.738821322,1,1.331859115,4.887147304,33.8464265,18.31935866,37.11254598,38.82196208,31.21371397,75.35662018,77.08056586,7.652999159,18.48487841,18.48487841
LL1,7.783841537,95.52173698,1,1,58.41897523,61.14034489,95.2839658,95.75549746,100.2298404,107.34006,139.3080938,93.64045566,105.5880041,2.709249176,38.23513967,1,99.83725004,99.37631246,99.37631246
LL2,82.66054794,1,96.09200662,24.01755587,3.301052809,1.626294391,1,1,1,1,1,7.136090781,3.485616336,83.15907814,58.1008488,93.32840625,3.365600883,1,1
LL3,6.889014744,1,1,70.04779619,1,1,1,1,1,1,1,1,1,1,1,1.454486117,1,1,1
RA1,1,80.67230443,1,14.66332926,44.49405472,50.13903385,56.53552742,1.214700767,79.59163989,21.36954015,1.422191394,17.76216244,3.008029201,13.89368462,1.893933054,1,1.366257348,1.947696593,1.947696593
RA2,38.3192426,9.708153306,3.058843639,67.95999882,8.766732954,7.674450975,37.7198757,27.61209342,10.57737471,37.52494337,80.82406364,22.19692757,56.6425141,51.24877078,26.79666077,3.37713609,78.36938262,16.62139295,16.62139295
RA3,57.42197457,5.377625633,92.54662313,13.54908527,1.997826096,2.497875892,1,15.19890671,6.574002742,35.88925985,10.14925241,37.06165957,32.04080861,27.18138566,65.351126,73.68102808,5.530687429,18.6064736,18.6064736
RL1,12.48921886,93.58572342,1,1,61.33904231,61.39329842,94.02712088,94.79413607,100.4416741,105.3433078,132.3980854,97.09815171,105.5017251,7.348817904,46.3819399,2.727771719,101.1427205,98.1535162,98.1535162
RL2,82.10663938,2.513659355,91.63390189,24.11900942,1.111617972,1,1,1.076820316,1,1,1,3.512784771,1.139278143,74.85123207,48.77488675,89.66218934,1.464447678,1,1
RL3,1,1,3.195066304,71.96155367,1,1,1,1,1,1,1,1,1,2.093998217,1,2.408335321,1,1,1
